orig_gene_id,orig_run_id,orig_rag_enabled,orig_mutation_op,orig_eligible_for_rag,orig_parent_id,orig_parent_path,orig_was_fallback,orig_test_acc,orig_params,orig_val_acc,orig_train_time_s,orig_prompt_path,orig_prompt_chars
xXx5KhWaKLh7B2aJ66T98EIfEDc,nemotron_rag_text_20260311_022245,false,TEMPLATE_BASED,True,xXxarorGrXhtY3uFR0fkFEkbTpE,sota/ExquisiteNetV2/models/network_xXxarorGrXhtY3uFR0fkFEkbTpE.py,True,0.8707999587059021,518446.0,0.8815000057220459,378.6487305164337,scripts/rag_replay/datasets/prompts/xXx5KhWaKLh7B2aJ66T98EIfEDc.txt,2165
xXxPqqhSsIzj0UxTMmSXcOMPHIE,nemotron_rag_text_20260311_022245,false,TEMPLATE_BASED,True,xXxKRYnRoYDJzOHh6gApUZ0h7SK,sota/ExquisiteNetV2/models/network_xXxKRYnRoYDJzOHh6gApUZ0h7SK.py,True,0.8707999587059021,518446.0,0.8815000057220459,409.74110317230225,scripts/rag_replay/datasets/prompts/xXxPqqhSsIzj0UxTMmSXcOMPHIE.txt,1758
xXxRiXCSKm5S6bGPLFF5YL3mDws,nemotron_rag_text_20260311_022245,false,TEMPLATE_BASED,True,xXxwyIEVE30Kvmw6ebneOZ3pbFM,sota/ExquisiteNetV2/models/network_xXxwyIEVE30Kvmw6ebneOZ3pbFM.py,True,0.833899974822998,1742098.0,0.8398000001907349,394.6283206939697,scripts/rag_replay/datasets/prompts/xXxRiXCSKm5S6bGPLFF5YL3mDws.txt,2973
xXxUcFv3TvuNQFTBFdoc3CupoAm,nemotron_baseline_20260311_022419,false,TEMPLATE_BASED,True,xXxshSnaPvrcrKSyGB5MyKPstBH,sota/ExquisiteNetV2/models/network_xXxshSnaPvrcrKSyGB5MyKPstBH.py,True,0.8562999963760376,935197.0,0.8626999855041504,387.90332436561584,scripts/rag_replay/datasets/prompts/xXxUcFv3TvuNQFTBFdoc3CupoAm.txt,3269
xXxWmIgZ24zvS812HGucDkPGq7r,nemotron_rag_text_20260311_022245,false,TEMPLATE_BASED,True,xXxlCiV9rboKW9KMcOPRujbMc6R,sota/ExquisiteNetV2/models/network_xXxlCiV9rboKW9KMcOPRujbMc6R.py,True,0.832099974155426,518230.0,0.8476999998092651,383.3098793029785,scripts/rag_replay/datasets/prompts/xXxWmIgZ24zvS812HGucDkPGq7r.txt,1297
xXxtjO8mGYIlJjWkHaxdycKcagW,nemotron_rag_text_20260311_022245,false,TEMPLATE_BASED,True,xXxUUzHjoUaVGkO62dvL3K4jJKM,sota/ExquisiteNetV2/models/network_xXxUUzHjoUaVGkO62dvL3K4jJKM.py,True,0.832099974155426,518230.0,0.8476999998092651,403.0195119380951,scripts/rag_replay/datasets/prompts/xXxtjO8mGYIlJjWkHaxdycKcagW.txt,3605
xXxy014nhfzDk4ONn4gNLp5PXHz,nemotron_rag_text_20260311_022245,false,TEMPLATE_BASED,True,xXxz3vtTVuXQM0NmUpEUyZQAqH6,sota/ExquisiteNetV2/models/network_xXxz3vtTVuXQM0NmUpEUyZQAqH6.py,True,0.832099974155426,518230.0,0.8476999998092651,369.45125937461853,scripts/rag_replay/datasets/prompts/xXxy014nhfzDk4ONn4gNLp5PXHz.txt,1794
xXx6msbUwyvk2J9vE7Si1guqvMI,nemotron_baseline_20260311_022419,false,TEMPLATE_BASED,True,xXx0zLJcndtsnys7ZvJTbFFjd16,sota/ExquisiteNetV2/models/network_xXx0zLJcndtsnys7ZvJTbFFjd16.py,False,0.852400004863739,910642.0,0.8658999800682068,389.26517033576965,scripts/rag_replay/datasets/prompts/xXx6msbUwyvk2J9vE7Si1guqvMI.txt,2328
xXxC0n4Sy8pRl58gPjjBetyYdeH,nemotron_rag_text_20260311_022245,false,TEMPLATE_BASED,True,xXxUuzPFBwttjQf4B6mT2oYWFav,sota/ExquisiteNetV2/models/network_xXxUuzPFBwttjQf4B6mT2oYWFav.py,False,0.8525999784469604,518446.0,0.8597999811172485,354.9162061214447,scripts/rag_replay/datasets/prompts/xXxC0n4Sy8pRl58gPjjBetyYdeH.txt,2224
xXx9BxshJy4eTfBw955cBvvNIlV,nemotron_baseline_20260311_022419,false,TEMPLATE_BASED,True,xXxiwhMiVFzrldUROELdbjyIAGs,sota/ExquisiteNetV2/models/network_xXxiwhMiVFzrldUROELdbjyIAGs.py,False,0.8535999655723572,935218.0,0.8639999628067017,401.67292976379395,scripts/rag_replay/datasets/prompts/xXx9BxshJy4eTfBw955cBvvNIlV.txt,2745
